2026학년도 1학기 본과정(계약학과 포함) 전체 강의시간표,,,,,,,,
1. 2026. 1. 30.자 시간표로 교원 충원 및 강의실 사정 등에 따라 변동될 수 있음,,,,,,,,
2. 교양 교과목에 대한 상세 안내는 교양 시간표 안내 공지를 참조,,,,,,,,
3. 실용음악과 전공실기 교과목 배정 관련 사항은 학과 문의,,,,,,,,
과정부분,학과명,과목명,분반,교수명,학년,이수구분명,학점,시간표
본과정,컴퓨터보안공학과,취창업실무,101,안성수,3,전공과정,1,목 14:00 - 14:50 ( 공812 )
본과정,컴퓨터보안공학과,캡스톤디자인I,101,이동영,3,전공과정,3,목 10:00 - 10:50 ( 공613 )  목 11:00 - 11:50 ( 공613 )  목 12:00 - 12:50 ( 공613 )
본과정,컴퓨터보안공학과,캡스톤디자인I,102,안성수,3,전공과정,3,목 10:00 - 10:50 ( 공812 )  목 11:00 - 11:50 ( 공812 )  목 12:00 - 12:50 ( 공812 )
본과정,컴퓨터보안공학과,해킹방어실습,101,정성민,3,전공과정,3,화 14:00 - 14:50 ( 공813 )  화 15:00 - 15:50 ( 공813 )  화 16:00 - 16:50 ( 공813 )
본과정,컴퓨터보안공학과,해킹방어실습,102,정성민,3,전공과정,3,화 10:00 - 10:50 ( 공813 )  화 11:00 - 11:50 ( 공813 )  화 12:00 - 12:50 ( 공813 )
본과정,경영학과,경영학개론,101,이정진,1,전공과정,3,화 09:00 - 09:50 ( 본429 )  화 10:00 - 10:50 ( 본429 )  화 11:00 - 11:50 ( 본429 )
본과정,경영학과,경영학개론,102,송정선,1,전공과정,3,월 14:00 - 14:50 ( 본710 )  월 15:00 - 15:50 ( 본710 )  월 16:00 - 16:50 ( 본710 )
본과정,경영학과,경영학개론,103,이임정,1,전공과정,3,월 14:00 - 14:50 ( 본615 )  월 15:00 - 15:50 ( 본615 )  월 16:00 - 16:50 ( 본615 )
본과정,경영학과,경영학개론,104,송정선,1,전공과정,3,월 10:00 - 10:50 ( 본710 )  월 11:00 - 11:50 ( 본710 )  월 12:00 - 12:50 ( 본710 )
본과정,경영학과,마케팅원론,101,신문식,1,전공과정,3,수 14:00 - 14:50 ( 본429 )  수 15:00 - 15:50 ( 본429 )  수 16:00 - 16:50 ( 본429 )
본과정,경영학과,마케팅원론,102,신문식,1,전공과정,3,화 14:00 - 14:50 ( 본429 )  화 15:00 - 15:50 ( 본429 )  화 16:00 - 16:50 ( 본429 )
본과정,경영학과,마케팅원론,103,신문식,1,전공과정,3,목 10:00 - 10:50 ( 본429 )  목 11:00 - 11:50 ( 본429 )  목 12:00 - 12:50 ( 본429 )
본과정,경영학과,마케팅원론,104,신문식,1,전공과정,3,목 14:00 - 14:50 ( 본429 )  목 15:00 - 15:50 ( 본429 )  목 16:00 - 16:50 ( 본429 )
본과정,경영학과,사무자동화,101,최윤주,1,전공과정,3,목 10:00 - 10:50 ( 본503 )  목 11:00 - 11:50 ( 본503 )  목 12:00 - 12:50 ( 본503 )
본과정,경영학과,사무자동화,102,최윤주,1,전공과정,3,월 10:00 - 10:50 ( 본503 )  월 11:00 - 11:50 ( 본503 )  월 12:00 - 12:50 ( 본503 )
본과정,경영학과,사무자동화,103,최윤주,1,전공과정,3,목 14:00 - 14:50 ( 본503 )  목 15:00 - 15:50 ( 본503 )  목 16:00 - 16:50 ( 본503 )
본과정,경영학과,조직행위론,101,신문식,1,전공과정,3,수 10:00 - 10:50 ( 본601 )  수 11:00 - 11:50 ( 본601 )  수 12:00 - 12:50 ( 본601 )
본과정,경영학과,조직행위론,102,신문식,1,전공과정,3,목 10:00 - 10:50 ( 본601 )  목 11:00 - 11:50 ( 본601 )  목 12:00 - 12:50 ( 본601 )
본과정,경영학과,조직행위론,103,신문식,1,전공과정,3,수 14:00 - 14:50 ( 본601 )  수 15:00 - 15:50 ( 본601 )  수 16:00 - 16:50 ( 본601 )
본과정,경영학과,회계원리,104,강종철,1,전공과정,3,화 14:00 - 14:50 ( 본601 )  화 15:00 - 15:50 ( 본601 )  화 16:00 - 16:50 ( 본601 )
본과정,경영학과,회계원리,105,강종철,1,전공과정,3,화 09:00 - 09:50 ( 본601 )  화 10:00 - 10:50 ( 본601 )  화 11:00 - 11:50 ( 본601 )
본과정,경영학과,회계원리,106,강종철,1,전공과정,3,월 10:00 - 10:50 ( 본601 )  월 11:00 - 11:50 ( 본601 )  월 12:00 - 12:50 ( 본601 )
본과정,경영학과,회계원리,107,강종철,1,전공과정,3,월 14:00 - 14:50 ( 본601 )  월 15:00 - 15:50 ( 본601 )  월 16:00 - 16:50 ( 본601 )
본과정,경영학과,고객관리캡스톤디자인,101,변경희,2,전공과정,3,월 10:00 - 10:50 ( 본608 )  월 11:00 - 11:50 ( 본608 )  월 12:00 - 12:50 ( 본608 )
본과정,경영학과,고객관리캡스톤디자인,102,변경희,2,전공과정,3,월 14:00 - 14:50 ( 본608 )  월 15:00 - 15:50 ( 본608 )  월 16:00 - 16:50 ( 본608 )
본과정,경영학과,고객관리캡스톤디자인,103,변경희,2,전공과정,3,수 10:00 - 10:50 ( 본615 )  수 11:00 - 11:50 ( 본615 )  수 12:00 - 12:50 ( 본615 )
본과정,경영학과,국제재무관리,101,박형근,2,전공과정,3,화 09:00 - 09:50 ( 본608 )  화 10:00 - 10:50 ( 본608 )  화 11:00 - 11:50 ( 본608 )
본과정,경영학과,국제재무관리,102,신지숙,2,전공과정,3,수 10:00 - 10:50 ( 본608 )  수 11:00 - 11:50 ( 본608 )  수 12:00 - 12:50 ( 본608 )
본과정,경영학과,국제재무관리,103,유태우,2,전공과정,3,수 14:00 - 14:50 ( 본608 )  수 15:00 - 15:50 ( 본608 )  수 16:00 - 16:50 ( 본608 )
본과정,경영학과,글로벌커뮤니케이션,101,신문식,2,교양과정,2,수 10:00 - 10:50 ( 본429 )  수 11:00 - 11:50 ( 본429 )
본과정,경영학과,글로벌커뮤니케이션,102,신문식,2,교양과정,2,월 11:00 - 11:50 ( 본429 )  월 12:00 - 12:50 ( 본429 )
본과정,경영학과,글로벌커뮤니케이션,103,신문식,2,교양과정,2,월 14:00 - 14:50 ( 본429 )  월 15:00 - 15:50 ( 본429 )
본과정,경영학과,생산관리,101,손명호,2,전공과정,3,월 14:00 - 14:50 ( 본503 )  월 15:00 - 15:50 ( 본503 )  월 16:00 - 16:50 ( 본503 )
본과정,경영학과,생산관리,102,손명호,2,전공과정,3,화 09:00 - 09:50 ( 본503 )  화 10:00 - 10:50 ( 본503 )  화 11:00 - 11:50 ( 본503 )
본과정,경영학과,생산관리,103,송정선,2,전공과정,3,화 14:00 - 14:50 ( 본503 )  화 15:00 - 15:50 ( 본503 )  화 16:00 - 16:50 ( 본503 )
본과정,경영학과,시장조사론,101,신문식,2,전공과정,3,화 15:00 - 15:50 ( 본615 )  화 16:00 - 16:50 ( 본615 )  화 17:00 - 17:50 ( 본615 )
본과정,경영학과,시장조사론,102,신문식,2,전공과정,3,화 12:00 - 12:50 ( 본615 )  화 13:00 - 13:50 ( 본615 )  화 14:00 - 14:50 ( 본615 )
본과정,경영학과,시장조사론,103,신문식,2,전공과정,3,화 09:00 - 09:50 ( 본615 )  화 10:00 - 10:50 ( 본615 )  화 11:00 - 11:50 ( 본615 )
본과정,경영학과,원가회계,101,정휘영,2,전공과정,3,수 13:00 - 13:50 ( 본417 )  수 14:00 - 14:50 ( 본417 )  수 15:00 - 15:50 ( 본417 )
본과정,경영학과,원가회계,102,이병구,2,전공과정,3,수 14:00 - 14:50 ( 본615 )  수 15:00 - 15:50 ( 본615 )  수 16:00 - 16:50 ( 본615 )
본과정,경영학과,원가회계,103,이병구,2,전공과정,3,월 10:00 - 10:50 ( 본615 )  월 11:00 - 11:50 ( 본615 )  월 12:00 - 12:50 ( 본615 )
본과정,세무회계과,경제학,101,최유진,1,전공과정,3,화 15:00 - 15:50 ( 본602 )  화 16:00 - 16:50 ( 본602 )  화 17:00 - 17:50 ( 본602 )
본과정,세무회계과,경제학,102,최유진,1,전공과정,3,화 09:00 - 09:50 ( 본602 )  화 10:00 - 10:50 ( 본602 )  화 11:00 - 11:50 ( 본602 )
본과정,세무회계과,경제학,103,최유진,1,전공과정,3,화 12:00 - 12:50 ( 본602 )  화 13:00 - 13:50 ( 본602 )  화 14:00 - 14:50 ( 본602 )
본과정,세무회계과,세법개론,101,정성진,1,전공과정,3,원격시험 배정시간  목 16:25 - 17:50 ( 본602 )
본과정,세무회계과,창업과경영마인드,101,정성진,1,전공과정,3,월 10:00 - 10:50 ( 본602 )  월 11:00 - 11:50 ( 본602 )  월 12:00 - 12:50 ( 본602 )
본과정,세무회계과,창업과경영마인드,102,이정진,1,전공과정,3,화 14:00 - 14:50 ( 본401 )  화 15:00 - 15:50 ( 본401 )  화 16:00 - 16:50 ( 본401 )
본과정,세무회계과,창업과경영마인드,103,정은희,1,전공과정,3,월 13:00 - 13:50 ( 본401 )  월 14:00 - 14:50 ( 본401 )  월 15:00 - 15:50 ( 본401 )
본과정,세무회계과,회계원리,101,이수명,1,전공과정,3,월 14:00 - 14:50 ( 본602 )  월 15:00 - 15:50 ( 본602 )  월 16:00 - 16:50 ( 본602 )
본과정,세무회계과,회계원리,102,이수명,1,전공과정,3,수 14:00 - 14:50 ( 본602 )  수 15:00 - 15:50 ( 본602 )  수 16:00 - 16:50 ( 본602 )
본과정,세무회계과,회계원리,103,이수명,1,전공과정,3,수 10:25 - 11:25 ( 본602 )  수 11:25 - 12:25 ( 본602 )  수 12:25 - 13:25 ( 본602 )
본과정,세무회계과,관리회계,101,정휘영,2,전공과정,3,월 12:00 - 13:25 ( 본402 )  화 14:00 - 15:25 ( 본402 )
본과정,세무회계과,관리회계,102,정휘영,2,전공과정,3,월 16:00 - 17:25 ( 본402 )  목 14:00 - 15:25 ( 본402 )
본과정,세무회계과,관리회계,103,정휘영,2,전공과정,3,월 14:00 - 15:25 ( 본402 )  화 12:00 - 13:25 ( 본402 )
본과정,세무회계과,글로벌어카운팅,101,정휘영,2,교양과정,2,목 16:00 - 16:50 ( 본402 )  목 17:00 - 17:50 ( 본402 )
본과정,세무회계과,부가가치세법,101,구성권,2,전공과정,3,목 09:00 - 09:50 ( 본614 )  목 10:00 - 10:50 ( 본614 )  목 11:00 - 11:50 ( 본614 )
본과정,세무회계과,부가가치세법,102,배성은,2,전공과정,3,수 09:25 - 10:25 ( 본402 )  수 10:25 - 11:25 ( 본402 )  수 11:25 - 12:25 ( 본402 )
본과정,세무회계과,부가가치세법,103,배성은,2,전공과정,3,수 13:00 - 13:50 ( 본402 )  수 14:00 - 14:50 ( 본402 )  수 15:00 - 15:50 ( 본402 )
본과정,세무회계과,세무회계,101,구성권,2,전공과정,3,화 09:00 - 09:50 ( 본614 )  화 10:00 - 10:50 ( 본614 )  화 11:00 - 11:50 ( 본614 )
본과정,세무회계과,세무회계,102,구성권,2,전공과정,3,화 12:25 - 13:25 ( 본614 )  화 13:25 - 14:25 ( 본614 )  화 14:25 - 15:25 ( 본614 )
본과정,세무회계과,세무회계,103,구성권,2,전공과정,3,목 12:25 - 13:25 ( 본614 )  목 13:25 - 14:25 ( 본614 )  목 14:25 - 15:25 ( 본614 )
본과정,세무회계과,재무회계,101,정은희,2,전공과정,3,목 13:00 - 13:50 ( 본401 )  목 14:00 - 14:50 ( 본401 )  목 15:00 - 15:50 ( 본401 )
본과정,세무회계과,재무회계,102,정은희,2,전공과정,3,수 13:00 - 13:50 ( 본401 )  수 14:00 - 14:50 ( 본401 )  수 15:00 - 15:50 ( 본401 )
본과정,세무회계과,재무회계,103,이수명,2,전공과정,3,화 10:25 - 11:50 ( 본401 )  목 10:25 - 11:50 ( 본401 )
본과정,세무회계과,전산회계실무,101,최형기,2,전공과정,3,월 15:00 - 15:50 ( 본501 )  월 16:00 - 16:50 ( 본501 )  월 17:00 - 17:50 ( 본501 )
본과정,세무회계과,전산회계실무,102,최형기,2,전공과정,3,월 12:00 - 12:50 ( 본501 )  월 13:00 - 13:50 ( 본501 )  월 14:00 - 14:50 ( 본501 )
본과정,세무회계과,전산회계실무,103,최형기,2,전공과정,3,월 09:00 - 09:50 ( 본501 )  월 10:00 - 10:50 ( 본501 )  월 11:00 - 11:50 ( 본501 )
본과정,부동산경영과,부동산AI디지털정보처리,101,박준용,1,전공과정,3,목 14:00 - 14:50 ( 본513 )  목 15:00 - 15:50 ( 본513 )  목 16:00 - 16:50 ( 본513 )
본과정,부동산경영과,부동산AI디지털정보처리,102,박준용,1,전공과정,3,수 10:00 - 10:50 ( 본513 )  수 11:00 - 11:50 ( 본513 )  수 12:00 - 12:50 ( 본513 )
본과정,부동산경영과,부동산AI디지털정보처리,103,박준용,1,전공과정,3,목 10:00 - 10:50 ( 본513 )  목 11:00 - 11:50 ( 본513 )  목 12:00 - 12:50 ( 본513 )
본과정,부동산경영과,부동산경제학,101,권도형,1,전공과정,3,목 10:00 - 10:50 ( 본608 )  목 11:00 - 11:50 ( 본608 )  목 12:00 - 12:50 ( 본608 )
본과정,부동산경영과,부동산경제학,102,권도형,1,전공과정,3,목 14:00 - 14:50 ( 본613 )  목 15:00 - 15:50 ( 본613 )  목 16:00 - 16:50 ( 본613 )
본과정,부동산경영과,부동산사법I,101,김나래,1,전공과정,3,화 10:00 - 10:50 ( 본403 )  화 11:00 - 11:50 ( 본403 )  화 12:00 - 12:50 ( 본403 )
본과정,부동산경영과,부동산사법I,102,석호영,1,전공과정,3,수 14:00 - 14:50 ( 본403 )  수 15:00 - 15:50 ( 본403 )  수 16:00 - 16:50 ( 본403 )
본과정,부동산경영과,부동산학개론,101,서후석,1,전공과정,3,화 14:00 - 14:50 ( 본607 )  화 15:00 - 15:50 ( 본607 )  화 16:00 - 16:50 ( 본607 )
본과정,부동산경영과,부동산학개론,102,서후석,1,전공과정,3,목 10:00 - 10:50 ( 본613 )  목 11:00 - 11:50 ( 본613 )  목 12:00 - 12:50 ( 본613 )
본과정,부동산경영과,공인중개사법및중개실무,101,임병연,2,전공과정,3,화 14:00 - 14:50 ( 본403 )  화 15:00 - 15:50 ( 본403 )  화 16:00 - 16:50 ( 본403 )
본과정,부동산경영과,공인중개사법및중개실무,102,김나래,2,전공과정,3,목 10:00 - 10:50 ( 본403 )  목 11:00 - 11:50 ( 본403 )  목 12:00 - 12:50 ( 본403 )
본과정,부동산경영과,부동산감정평가론,101,이동원,2,전공과정,3,월 10:00 - 10:50 ( 본607 )  월 11:00 - 11:50 ( 본607 )  월 12:00 - 12:50 ( 본607 )
본과정,부동산경영과,부동산감정평가론,102,이동원,2,전공과정,3,월 14:00 - 14:50 ( 본403 )  월 15:00 - 15:50 ( 본403 )  월 16:00 - 16:50 ( 본403 )
본과정,부동산경영과,부동산개발론,101,손진수,2,전공과정,3,수 10:00 - 10:50 ( 본607 )  수 11:00 - 11:50 ( 본607 )  수 12:00 - 12:50 ( 본607 )
본과정,부동산경영과,부동산개발론,102,손진수,2,전공과정,3,화 10:00 - 10:50 ( 본603 )  화 11:00 - 11:50 ( 본603 )  화 12:00 - 12:50 ( 본603 )
본과정,부동산경영과,부동산공법II,101,이상훈,2,전공과정,3,화 10:00 - 10:50 ( 본607 )  화 11:00 - 11:50 ( 본607 )  화 12:00 - 12:50 ( 본607 )
본과정,부동산경영과,부동산공법II,102,이상훈,2,전공과정,3,화 14:00 - 14:50 ( 본603 )  화 15:00 - 15:50 ( 본603 )  화 16:00 - 16:50 ( 본603 )
본과정,부동산경영과,부동산이용론,101,양승철,2,전공과정,3,월 14:00 - 14:50 ( 본613 )  월 15:00 - 15:50 ( 본613 )  월 16:00 - 16:50 ( 본613 )
본과정,부동산경영과,부동산이용론,102,양승철,2,전공과정,3,목 14:00 - 14:50 ( 본403 )  목 15:00 - 15:50 ( 본403 )  목 16:00 - 16:50 ( 본403 )
본과정,사회복지과,건강가정론,101,정민아,1,전공과정,3,원격시험 배정시간  수 17:00 - 17:50 (  )
본과정,사회복지과,노인복지론,101,김수현,1,전공과정,3,목 14:00 - 14:50 ( 본417 )  목 15:00 - 15:50 ( 본417 )  목 16:00 - 16:50 ( 본417 )
본과정,사회복지과,노인복지론,102,나용선,1,전공과정,3,월 14:00 - 14:50 ( 본609 )  월 15:00 - 15:50 ( 본609 )  월 16:00 - 16:50 ( 본609 )
본과정,사회복지과,노인복지론,103,나용선,1,전공과정,3,목 14:00 - 14:50 ( 본609 )  목 15:00 - 15:50 ( 본609 )  목 16:00 - 16:50 ( 본609 )
본과정,사회복지과,사회복지학개론,101,김희성,1,전공과정,3,화 14:00 - 14:50 ( 본609 )  화 15:00 - 15:50 ( 본609 )  화 16:00 - 16:50 ( 본609 )
본과정,사회복지과,사회복지학개론,101,김미희,1,전공과정,3,수 10:00 - 10:50 ( 본716 )  수 11:00 - 11:50 ( 본716 )  수 12:00 - 12:50 ( 본716 )
본과정,사회복지과,사회복지학개론,102,정민아,1,전공과정,3,월 10:00 - 10:50 ( 본604 )  월 11:00 - 11:50 ( 본604 )  월 12:00 - 12:50 ( 본604 )
본과정,사회복지과,사회복지학개론,103,임현진,1,전공과정,3,수 10:00 - 10:50 ( 본609 )  수 11:00 - 11:50 ( 본609 )  수 12:00 - 12:50 ( 본609 )
본과정,사회복지과,상황별요양보호기술(Ⅰ),101,김희성,1,전공과정,2,수 14:00 - 14:50 ( 본716 )  수 15:00 - 15:50 ( 본716 )
본과정,사회복지과,상황별요양보호기술(Ⅰ),102,김희성,1,전공과정,2,수 16:00 - 16:50 ( 본716 )  수 17:00 - 17:50 ( 본716 )
본과정,사회복지과,아동복지론,101,심다연,1,전공과정,3,화 10:00 - 10:50 ( 본609 )  화 11:00 - 11:50 ( 본609 )  화 12:00 - 12:50 ( 본609 )
본과정,사회복지과,아동복지론,102,최유진,1,전공과정,3,목 10:00 - 10:50 ( 본604 )  목 11:00 - 11:50 ( 본604 )  목 12:00 - 12:50 ( 본604 )
본과정,사회복지과,아동복지론,103,김수연,1,전공과정,3,수 14:00 - 14:50 ( 본714 )  수 15:00 - 15:50 ( 본714 )  수 16:00 - 16:50 ( 본714 )
본과정,사회복지과,요양보호와생활지원(Ⅰ),101,김희성,1,전공과정,2,화 14:00 - 14:50 ( 본702 )  화 15:00 - 15:50 ( 본702 )
본과정,사회복지과,요양보호와생활지원(Ⅰ),102,김희성,1,전공과정,2,화 16:00 - 16:50 ( 본716 )  화 17:00 - 17:50 ( 본716 )
본과정,사회복지과,요양보호와생활지원(Ⅱ),101,김희성,1,전공과정,2,화 16:00 - 16:50 ( 본702 )  화 17:00 - 17:50 ( 본702 )
본과정,사회복지과,요양보호와생활지원(Ⅱ),102,김희성,1,전공과정,2,화 14:00 - 14:50 ( 본716 )  화 15:00 - 15:50 ( 본716 )
본과정,사회복지과,정신건강론,101,이유섭,1,전공과정,3,수 14:00 - 14:50 ( 본604 )  수 15:00 - 15:50 ( 본604 )  수 16:00 - 16:50 ( 본604 )
본과정,사회복지과,정신건강론,102,조명희,1,전공과정,3,목 14:00 - 14:50 ( 본615 )  목 15:00 - 15:50 ( 본615 )  목 16:00 - 16:50 ( 본615 )
본과정,사회복지과,정신건강론,103,조명희,1,전공과정,3,목 10:00 - 10:50 ( 본609 )  목 11:00 - 11:50 ( 본609 )  목 12:00 - 12:50 ( 본609 )
본과정,사회복지과,지역사회복지론,101,김희성,1,전공과정,3,목 10:00 - 10:50 ( 본714 )  목 11:00 - 11:50 ( 본714 )  목 12:00 - 12:50 ( 본714 )
본과정,사회복지과,지역사회복지론,102,오은석,1,전공과정,3,수 14:00 - 14:50 ( 본613 )  수 15:00 - 15:50 ( 본613 )  수 16:00 - 16:50 ( 본613 )
본과정,사회복지과,지역사회복지론,103,오은석,1,전공과정,3,월 14:00 - 14:50 ( 본604 )  월 15:00 - 15:50 ( 본604 )  월 16:00 - 16:50 ( 본604 )
본과정,사회복지과,한국어와한국문화(Ⅰ),101,김희성,1,전공과정,3,화 10:00 - 10:50 ( 본702 )  화 11:00 - 11:50 ( 본702 )  화 12:00 - 12:50 ( 본702 )
본과정,사회복지과,한국어와한국문화(Ⅰ),102,김희성,1,전공과정,3,목 10:00 - 10:50 ( 본716 )  목 11:00 - 11:50 ( 본716 )  목 12:00 - 12:50 ( 본716 )
본과정,사회복지과,한국어와한국문화(Ⅱ),101,김희성,1,전공과정,3,목 10:00 - 10:50 ( 본702 )  목 11:00 - 11:50 ( 본702 )  목 12:00 - 12:50 ( 본702 )
본과정,사회복지과,한국어와한국문화(Ⅱ),102,김희성,1,전공과정,3,화 10:00 - 10:50 ( 본716 )  화 11:00 - 11:50 ( 본716 )  화 12:00 - 12:50 ( 본716 )
본과정,사회복지과,가족복지론,101,김희성,2,전공과정,3,수 10:00 - 10:50 ( 본714 )  수 11:00 - 11:50 ( 본714 )  수 12:00 - 12:50 ( 본714 )
본과정,사회복지과,가족복지론,102,김희성,2,전공과정,3,목 14:00 - 14:50 ( 본604 )  목 15:00 - 15:50 ( 본604 )  목 16:00 - 16:50 ( 본604 )
본과정,사회복지과,가족복지론,103,김희성,2,전공과정,3,월 14:00 - 14:50 ( 본714 )  월 15:00 - 15:50 ( 본714 )  월 16:00 - 16:50 ( 본714 )
본과정,사회복지과,사례관리론,101,김희성,2,전공과정,3,월 14:00 - 14:50 ( 본612 )  월 15:00 - 15:50 ( 본612 )  월 16:00 - 16:50 ( 본612 )
본과정,사회복지과,사례관리론,102,김경희,2,전공과정,3,화 14:00 - 14:50 ( 본714 )  화 15:00 - 15:50 ( 본714 )  화 16:00 - 16:50 ( 본714 )
본과정,사회복지과,사례관리론,103,김희성,2,전공과정,3,목 14:00 - 14:50 ( 본612 )  목 15:00 - 15:50 ( 본612 )  목 16:00 - 16:50 ( 본612 )
본과정,사회복지과,사회복지실천기술론,101,나용선,2,전공과정,3,수 14:00 - 14:50 ( 본609 )  수 15:00 - 15:50 ( 본609 )  수 16:00 - 16:50 ( 본609 )
본과정,사회복지과,사회복지실천기술론,102,김경원,2,전공과정,3,월 14:00 - 14:50 ( 본603 )  월 15:00 - 15:50 ( 본603 )  월 16:00 - 16:50 ( 본603 )
본과정,사회복지과,사회복지실천기술론,103,김경원,2,전공과정,3,월 10:00 - 10:50 ( 본609 )  월 11:00 - 11:50 ( 본609 )  월 12:00 - 12:50 ( 본609 )
본과정,사회복지과,사회복지조사론,101,김미희,2,전공과정,3,목 14:00 - 14:50 ( 본714 )  목 15:00 - 15:50 ( 본714 )  목 16:00 - 16:50 ( 본714 )
본과정,사회복지과,사회복지조사론,102,김미희,2,전공과정,3,월 10:00 - 10:50 ( 본714 )  월 11:00 - 11:50 ( 본714 )  월 12:00 - 12:50 ( 본714 )
본과정,사회복지과,사회복지조사론,103,김수현,2,전공과정,3,목 10:00 - 10:50 ( 본612 )  목 11:00 - 11:50 ( 본612 )  목 12:00 - 12:50 ( 본612 )
본과정,사회복지과,사회복지현장실습코칭,101,김희성,2,전공과정,1,금 09:00 - 09:50 ( 본612 )
본과정,사회복지과,프로그램개발과평가(캡스톤디자인),101,오은석,2,전공과정,3,월 10:00 - 10:50 ( 본612 )  월 11:00 - 11:50 ( 본612 )  월 12:00 - 12:50 ( 본612 )
본과정,사회복지과,프로그램개발과평가(캡스톤디자인),102,정민아,2,전공과정,3,화 10:00 - 10:50 ( 본604 )  화 11:00 - 11:50 ( 본604 )  화 12:00 - 12:50 ( 본604 )
본과정,사회복지과,프로그램개발과평가(캡스톤디자인),103,김미희,2,전공과정,3,화 10:00 - 10:50 ( 본714 )  화 11:00 - 11:50 ( 본714 )  화 12:00 - 12:50 ( 본714 )
본과정,공공행정서비스과,사무자동화,101,이시연,1,전공과정,3,목 10:00 - 10:50 ( 본514 )  목 11:00 - 11:50 ( 본514 )  목 12:00 - 12:50 ( 본514 )
본과정,공공행정서비스과,사무자동화,102,이시연,1,전공과정,3,월 14:00 - 14:50 ( 본514 )  월 15:00 - 15:50 ( 본514 )  월 16:00 - 16:50 ( 본514 )
본과정,공공행정서비스과,자치행정론,101,김기진,1,전공과정,3,화 14:25 - 15:25 ( 본605 )  화 15:25 - 16:25 ( 본605 )  화 16:25 - 17:25 ( 본605 )
본과정,공공행정서비스과,자치행정론,102,신혜영,1,전공과정,3,목 10:00 - 10:50 ( 본606 )  목 11:00 - 11:50 ( 본606 )  목 12:00 - 12:50 ( 본606 )
본과정,공공행정서비스과,조직론,101,이재성,1,전공과정,3,수 10:00 - 10:50 ( 본605 )  수 11:00 - 11:50 ( 본605 )  수 12:00 - 12:50 ( 본605 )
본과정,공공행정서비스과,조직론,102,정윤석,1,전공과정,3,월 10:00 - 10:50 ( 본606 )  월 11:00 - 11:50 ( 본606 )  월 12:00 - 12:50 ( 본606 )
본과정,공공행정서비스과,행정갈등문제해결,101,신혜영,1,교양과정,2,수 14:25 - 15:25 ( 본605 )  수 15:25 - 16:25 ( 본605 )
본과정,공공행정서비스과,행정직업윤리,101,신혜영,1,교양과정,2,목 14:25 - 15:25 ( 본605 )  목 15:25 - 16:25 ( 본605 )
본과정,공공행정서비스과,행정학개론,101,유영철,1,전공과정,3,화 11:00 - 11:50 ( 본605 )  화 12:00 - 12:50 ( 본606 )  화 13:00 - 13:50 ( 본605 )
본과정,공공행정서비스과,행정학개론,102,유영철,1,전공과정,3,수 11:00 - 11:50 ( 본606 )  수 12:00 - 12:50 ( 본606 )  수 13:00 - 13:50 ( 본606 )
본과정,공공행정서비스과,공기업캡스톤디자인,101,이재성,2,전공과정,3,화 10:00 - 10:50 ( 본710 )  화 11:00 - 11:50 ( 본710 )  화 12:00 - 12:50 ( 본710 )
본과정,공공행정서비스과,공기업캡스톤디자인,102,이재성,2,전공과정,3,화 14:00 - 14:50 ( 본417 )  화 15:00 - 15:50 ( 본417 )  화 16:00 - 16:50 ( 본417 )
본과정,공공행정서비스과,공직적성NCS,101,정윤석,2,전공과정,3,화 14:00 - 14:50 ( 본710 )  화 15:00 - 15:50 ( 본710 )  화 16:00 - 16:50 ( 본710 )
본과정,공공행정서비스과,공직적성NCS,102,정윤석,2,전공과정,3,화 10:00 - 10:50 ( 본417 )  화 11:00 - 11:50 ( 본417 )  화 12:00 - 12:50 ( 본417 )
본과정,공공행정서비스과,조사방법론,101,유영철,2,전공과정,3,목 11:00 - 11:50 ( 본710 )  목 12:00 - 12:50 ( 본710 )  목 13:00 - 13:50 ( 본710 )
본과정,공공행정서비스과,조사방법론,102,이시연,2,전공과정,3,월 10:00 - 10:50 ( 본417 )  월 11:00 - 11:50 ( 본417 )  월 12:00 - 12:50 ( 본417 )
본과정,공공행정서비스과,행정법I,101,김기진,2,전공과정,3,목 14:25 - 15:25 ( 본710 )  목 15:25 - 16:25 ( 본710 )  목 16:25 - 17:25 ( 본710 )
본과정,공공행정서비스과,행정법I,102,김기진,2,전공과정,3,월 14:00 - 14:50 ( 본417 )  월 15:00 - 15:50 ( 본417 )  월 16:00 - 16:50 ( 본417 )
본과정,항공서비스과,기초토익,101,서성식,1,전공과정,3,화 09:00 - 09:50 ( 예705 )  화 10:00 - 10:50 ( 예705 )  화 11:00 - 11:50 ( 예705 )
본과정,항공서비스과,기초토익,102,서성식,1,전공과정,3,화 14:00 - 14:50 ( 예705 )  화 15:00 - 15:50 ( 예705 )  화 16:00 - 16:50 ( 예705 )
본과정,항공서비스과,서비스문제해결능력,101,서승혜,1,교양과정,2,수 14:00 - 14:50 ( 예703 )  수 15:00 - 15:50 ( 예703 )
본과정,항공서비스과,서비스문제해결능력,102,서승혜,1,교양과정,2,수 11:00 - 11:50 ( 예703 )  수 12:00 - 12:50 ( 예703 )
본과정,항공서비스과,이미지메이킹실습,101,석은주,1,전공과정,3,수 10:00 - 10:50 ( 예704 )  수 11:00 - 11:50 ( 예704 )  수 12:00 - 12:50 ( 예704 )
