2026학년도 1학기 본과정(계약학과 포함) 전체 강의시간표,,,,,,,,
1. 2026. 1. 30.자 시간표로 교원 충원 및 강의실 사정 등에 따라 변동될 수 있음,,,,,,,,
2. 교양 교과목에 대한 상세 안내는 교양 시간표 안내 공지를 참조,,,,,,,,
3. 실용음악과 전공실기 교과목 배정 관련 사항은 학과 문의,,,,,,,,
과정부분,학과명,과목명,분반,교수명,학년,이수구분명,학점,시간표
본과정,청소년교육상담과,성인학습및상담,103,이은정,1,전공과정,3,수 14:00 - 14:50 ( 사610 )  수 15:00 - 15:50 ( 사610 )  수 16:00 - 16:50 ( 사610 )
본과정,청소년교육상담과,청소년교육론,101,오승근,1,전공과정,3,목 10:00 - 10:50 ( 사612 )  목 11:00 - 11:50 ( 사612 )  목 12:00 - 12:50 ( 사612 )
본과정,청소년교육상담과,청소년교육론,102,오승근,1,전공과정,3,화 10:00 - 10:50 ( 사612 )  화 11:00 - 11:50 ( 사612 )  화 12:00 - 12:50 ( 사612 )
본과정,청소년교육상담과,청소년교육론,103,오승근,1,전공과정,3,월 10:00 - 10:50 ( 사612 )  월 11:00 - 11:50 ( 사612 )  월 12:00 - 12:50 ( 사612 )
본과정,청소년교육상담과,청소년심리및상담,101,조안나,1,전공과정,3,화 15:00 - 15:50 ( 사609 )  화 16:00 - 16:50 ( 사609 )  화 17:00 - 17:50 ( 사609 )
본과정,청소년교육상담과,청소년심리및상담,102,조안나,1,전공과정,3,수 14:00 - 14:50 ( 사609 )  수 15:00 - 15:50 ( 사609 )  수 16:00 - 16:50 ( 사609 )
본과정,청소년교육상담과,청소년심리및상담,103,김선경,1,전공과정,3,목 10:00 - 10:50 ( 사610 )  목 11:00 - 11:50 ( 사610 )  목 12:00 - 12:50 ( 사610 )
본과정,청소년교육상담과,청소년여가레크리에이션지도,101,,1,전공과정,3,목 14:00 - 14:50 ( 사609 )  목 15:00 - 15:50 ( 사609 )  목 16:00 - 16:50 ( 사609 )
본과정,청소년교육상담과,청소년여가레크리에이션지도,102,,1,전공과정,3,월 10:00 - 10:50 ( 사609 )  월 11:00 - 11:50 ( 사609 )  월 12:00 - 12:50 ( 사609 )
본과정,청소년교육상담과,청소년여가레크리에이션지도,103,,1,전공과정,3,월 14:00 - 14:50 ( 사609 )  월 15:00 - 15:50 ( 사609 )  월 16:00 - 16:50 ( 사609 )
본과정,청소년교육상담과,청소년활동,101,김기남,1,전공과정,3,월 10:00 - 10:50 ( 사613 )  월 11:00 - 11:50 ( 사613 )  월 12:00 - 12:50 ( 사613 )
본과정,청소년교육상담과,청소년활동,102,김기남,1,전공과정,3,월 14:00 - 14:50 ( 사613 )  월 15:00 - 15:50 ( 사613 )  월 16:00 - 16:50 ( 사613 )
본과정,청소년교육상담과,청소년활동,103,조미영,1,전공과정,3,화 10:00 - 10:50 ( 사602 )  화 11:00 - 11:50 ( 사602 )  화 12:00 - 12:50 ( 사602 )
본과정,청소년교육상담과,평생교육론,101,이은주,1,전공과정,3,수 14:00 - 14:50 ( 사613 )  수 15:00 - 15:50 ( 사613 )  수 16:00 - 16:50 ( 사613 )
본과정,청소년교육상담과,평생교육론,102,이은주,1,전공과정,3,목 10:00 - 10:50 ( 사613 )  목 11:00 - 11:50 ( 사613 )  목 12:00 - 12:50 ( 사613 )
본과정,청소년교육상담과,평생교육론,103,이은주,1,전공과정,3,수 10:00 - 10:50 ( 사613 )  수 11:00 - 11:50 ( 사613 )  수 12:00 - 12:50 ( 사613 )
본과정,청소년교육상담과,상담이론,101,김지민,2,전공과정,3,수 10:00 - 10:50 ( 사601 )  수 11:00 - 11:50 ( 사601 )  수 12:00 - 12:50 ( 사601 )
본과정,청소년교육상담과,상담이론,801,김지민,2,전공과정,3,수 14:00 - 14:50 ( 사601 )  수 15:00 - 15:50 ( 사601 )  수 16:00 - 16:50 ( 사601 )
본과정,청소년교육상담과,상담이론,802,김지민,2,전공과정,3,목 10:00 - 10:50 ( 사601 )  목 11:00 - 11:50 ( 사601 )  목 12:00 - 12:50 ( 사601 )
본과정,청소년교육상담과,여성교육론,101,김선희,2,전공과정,3,월 14:00 - 14:50 ( 사610 )  월 15:00 - 15:50 ( 사610 )  월 16:00 - 16:50 ( 사610 )
본과정,청소년교육상담과,여성교육론,801,김선희,2,전공과정,3,월 10:00 - 10:50 ( 사610 )  월 11:00 - 11:50 ( 사610 )  월 12:00 - 12:50 ( 사610 )
본과정,청소년교육상담과,여성교육론,802,김선희,2,전공과정,3,화 15:00 - 15:50 ( 사610 )  화 16:00 - 16:50 ( 사610 )  화 17:00 - 17:50 ( 사610 )
본과정,청소년교육상담과,청소년육성제도론,101,김지수,2,전공과정,3,화 15:00 - 15:50 ( 사602 )  화 16:00 - 16:50 ( 사602 )  화 17:00 - 17:50 ( 사602 )
본과정,청소년교육상담과,청소년육성제도론,801,김지수,2,전공과정,3,수 10:00 - 10:50 ( 사602 )  수 11:00 - 11:50 ( 사602 )  수 12:00 - 12:50 ( 사602 )
본과정,청소년교육상담과,청소년육성제도론,802,김지수,2,전공과정,3,수 14:00 - 14:50 ( 사602 )  수 15:00 - 15:50 ( 사602 )  수 16:00 - 16:50 ( 사602 )
본과정,청소년교육상담과,청소년프로그램개발과평가,101,조미영,2,전공과정,3,목 14:00 - 14:50 ( 사602 )  목 15:00 - 15:50 ( 사602 )  목 16:00 - 16:50 ( 사602 )
본과정,청소년교육상담과,청소년프로그램개발과평가,801,조미영,2,전공과정,3,목 10:00 - 10:50 ( 사602 )  목 11:00 - 11:50 ( 사602 )  목 12:00 - 12:50 ( 사602 )
본과정,청소년교육상담과,청소년프로그램개발과평가,802,조미영,2,전공과정,3,수 10:00 - 10:50 ( 사612 )  수 11:00 - 11:50 ( 사612 )  수 12:00 - 12:50 ( 사612 )
본과정,청소년교육상담과,평생교육경영론,101,조미란,2,전공과정,3,월 10:00 - 10:50 ( 사601 )  월 11:00 - 11:50 ( 사601 )  월 12:00 - 12:50 ( 사601 )
본과정,청소년교육상담과,평생교육경영론,801,류채연,2,전공과정,3,목 14:00 - 14:50 ( 사601 )  목 15:00 - 15:50 ( 사601 )  목 16:00 - 16:50 ( 사601 )
본과정,청소년교육상담과,평생교육경영론,802,조미란,2,전공과정,3,월 14:00 - 14:50 ( 사601 )  월 15:00 - 15:50 ( 사601 )  월 16:00 - 16:50 ( 사601 )
본과정,청소년교육상담과,평생교육방법론,101,류채연,2,전공과정,3,목 10:00 - 10:50 ( 사B206 )  목 11:00 - 11:50 ( 사B206 )  목 12:00 - 12:50 ( 사B206 )
본과정,청소년교육상담과,평생교육방법론,801,최윤주,2,전공과정,3,월 14:00 - 14:50 ( 사602 )  월 15:00 - 15:50 ( 사602 )  월 16:00 - 16:50 ( 사602 )
본과정,청소년교육상담과,평생교육방법론,802,최윤주,2,전공과정,3,월 10:00 - 10:50 ( 사602 )  월 11:00 - 11:50 ( 사602 )  월 12:00 - 12:50 ( 사602 )
본과정,산업디자인학과,2D컴퓨터그래픽,101,권일웅,1,전공과정,2,수 14:00 - 14:50 ( 예501 )  수 15:00 - 15:50 ( 예501 )
본과정,산업디자인학과,2D컴퓨터그래픽,102,문수현,1,전공과정,2,월 14:00 - 14:50 ( 예501 )  월 15:00 - 15:50 ( 예501 )
본과정,산업디자인학과,2D컴퓨터그래픽,103,문수현,1,전공과정,2,월 12:00 - 12:50 ( 예501 )  월 13:00 - 13:50 ( 예501 )
본과정,산업디자인학과,기초공간디자인,101,나혜영,1,전공과정,3,화 14:00 - 14:50 ( 예504 )  화 15:00 - 15:50 ( 예504 )  화 16:00 - 16:50 ( 예504 )
본과정,산업디자인학과,기초공간디자인,102,하지혜,1,전공과정,3,목 10:00 - 10:50 ( 예504 )  목 11:00 - 11:50 ( 예504 )  목 12:00 - 12:50 ( 예504 )
본과정,산업디자인학과,기초공간디자인,103,김형자,1,전공과정,3,목 14:00 - 14:50 ( 예606 )  목 15:00 - 15:50 ( 예606 )  목 16:00 - 16:50 ( 예606 )
본과정,산업디자인학과,기초공간표현기법,101,김철중,1,전공과정,2,화 11:00 - 11:50 ( 예504 )  화 12:00 - 12:50 ( 예504 )
본과정,산업디자인학과,기초공간표현기법,102,권일웅,1,전공과정,2,수 09:00 - 09:50 ( 예504 )  수 10:00 - 10:50 ( 예504 )
본과정,산업디자인학과,기초공간표현기법,103,권일웅,1,전공과정,2,수 11:00 - 11:50 ( 예504 )  수 12:00 - 12:50 ( 예504 )
본과정,산업디자인학과,기초산업디자인,101,민규홍,1,전공과정,3,수 10:00 - 10:50 ( 예605 )  수 11:00 - 11:50 ( 예605 )  수 12:00 - 12:50 ( 예605 )
본과정,산업디자인학과,기초산업디자인,103,조소연,1,전공과정,3,월 10:00 - 10:50 ( 예606 )  월 11:00 - 11:50 ( 예606 )  월 12:00 - 12:50 ( 예606 )
본과정,산업디자인학과,기초산업디자인,104,조소연,1,전공과정,3,화 10:00 - 10:50 ( 예505 )  화 11:00 - 11:50 ( 예505 )  화 12:00 - 12:50 ( 예505 )
본과정,산업디자인학과,기초제품표현기법,101,천창호,1,전공과정,2,월 11:00 - 11:50 ( 예504 )  월 12:00 - 12:50 ( 예504 )
본과정,산업디자인학과,기초제품표현기법,102,천창호,1,전공과정,2,월 16:00 - 16:50 ( 예504 )  월 17:00 - 17:50 ( 예504 )
본과정,산업디자인학과,기초제품표현기법,103,천창호,1,전공과정,2,월 09:00 - 09:50 ( 예504 )  월 10:00 - 10:50 ( 예504 )
본과정,산업디자인학과,디자인트렌드,102,조소연,1,전공과정,2,월 14:00 - 14:50 ( 예606 )  월 15:00 - 15:50 ( 예606 )
본과정,산업디자인학과,디자인트렌드,103,최명진,1,전공과정,2,수 11:00 - 11:50 ( 예105 )  수 12:00 - 12:50 ( 예105 )
본과정,산업디자인학과,디자인트렌드,104,최명진,1,전공과정,2,수 14:00 - 14:50 ( 예105 )  수 15:00 - 15:50 ( 예105 )
본과정,산업디자인학과,입체조형,101,하지혜,1,전공과정,3,목 14:00 - 14:50 ( 예504 )  목 15:00 - 15:50 ( 예504 )  목 16:00 - 16:50 ( 예504 )
본과정,산업디자인학과,입체조형,102,윤성문,1,전공과정,3,화 14:00 - 14:50 ( 예505 )  화 15:00 - 15:50 ( 예505 )  화 16:00 - 16:50 ( 예505 )
본과정,산업디자인학과,입체조형,103,이현,1,전공과정,3,목 10:00 - 10:50 ( 예504 )  목 11:00 - 11:50 ( 예504 )  목 12:00 - 12:50 ( 예504 )
본과정,산업디자인학과,3D컴퓨터그래픽II,101,,2,전공과정,2,수 09:00 - 09:50 ( 예503 )  수 10:00 - 10:50 ( 예503 )
본과정,산업디자인학과,3D컴퓨터그래픽II,102,,2,전공과정,2,수 11:00 - 11:50 ( 예503 )  수 12:00 - 12:50 ( 예503 )
본과정,산업디자인학과,3D컴퓨터그래픽II,103,,2,전공과정,2,수 10:00 - 10:50 ( 예501 )  수 11:00 - 11:50 ( 예501 )
본과정,산업디자인학과,3D컴퓨터그래픽II,104,,2,전공과정,2,수 12:00 - 12:50 ( 예501 )  수 13:00 - 13:50 ( 예501 )
본과정,산업디자인학과,공간디자인II,101,하지혜,2,전공과정,3,화 14:00 - 14:50 ( 예606 )  화 15:00 - 15:50 ( 예606 )  화 16:00 - 16:50 ( 예606 )
본과정,산업디자인학과,공간디자인II,102,하지혜,2,전공과정,3,수 14:00 - 14:50 ( 예606 )  수 15:00 - 15:50 ( 예606 )  수 16:00 - 16:50 ( 예606 )
본과정,산업디자인학과,공공디자인프로젝트,101,김철중,2,전공과정,3,목 10:00 - 10:50 ( 예605 )  목 11:00 - 11:50 ( 예605 )  목 12:00 - 12:50 ( 예605 )
본과정,산업디자인학과,공공디자인프로젝트,102,김철중,2,전공과정,3,목 14:00 - 14:50 ( 예605 )  목 15:00 - 15:50 ( 예605 )  목 16:00 - 16:50 ( 예605 )
본과정,산업디자인학과,공공디자인프로젝트,103,황용훈,2,전공과정,3,월 14:00 - 14:50 ( 예605 )  월 15:00 - 15:50 ( 예605 )  월 16:00 - 16:50 ( 예605 )
본과정,산업디자인학과,공공디자인프로젝트,104,황용훈,2,전공과정,3,월 10:00 - 10:50 ( 예605 )  월 11:00 - 11:50 ( 예605 )  월 12:00 - 12:50 ( 예605 )
본과정,산업디자인학과,디지털모델링,101,이경자,2,전공과정,2,월 14:00 - 14:50 ( 예503 )  월 15:00 - 15:50 ( 예503 )
본과정,산업디자인학과,디지털모델링,102,이경자,2,전공과정,2,월 16:00 - 16:50 ( 예503 )  월 17:00 - 17:50 ( 예503 )
본과정,산업디자인학과,디지털모델링,103,황용훈,2,전공과정,2,목 13:00 - 13:50 ( 예501 )  목 14:00 - 14:50 ( 예501 )
본과정,산업디자인학과,디지털모델링,104,황용훈,2,전공과정,2,목 15:00 - 15:50 ( 예501 )  목 16:00 - 16:50 ( 예501 )
본과정,산업디자인학과,리빙디자인,101,민규홍,2,전공과정,3,수 14:00 - 14:50 ( 예605 )  수 15:00 - 15:50 ( 예605 )  수 16:00 - 16:50 ( 예605 )
본과정,산업디자인학과,리빙디자인,102,민규홍,2,전공과정,3,화 10:00 - 10:50 ( 예605 )  화 11:00 - 11:50 ( 예605 )  화 12:00 - 12:50 ( 예605 )
본과정,산업디자인학과,사진과디자인실무,101,,2,전공과정,2,화 11:00 - 11:50 ( 예105 )  화 12:00 - 12:50 ( 예105 )
본과정,산업디자인학과,사진과디자인실무,102,,2,전공과정,2,화 14:00 - 14:50 ( 예105 )  화 15:00 - 15:50 ( 예105 )
본과정,산업디자인학과,스토리텔링디자인,101,조소연,2,전공과정,2,화 14:00 - 14:50 ( 예604 )  화 15:00 - 15:50 ( 예604 )
본과정,산업디자인학과,스토리텔링디자인,102,조소연,2,전공과정,2,월 16:00 - 16:50 ( 예606 )  월 17:00 - 17:50 ( 예606 )
본과정,산업디자인학과,표현기법II,101,,2,전공과정,2,화 11:00 - 11:50 ( 예501 )  화 12:00 - 12:50 ( 예501 )
본과정,산업디자인학과,표현기법II,102,천창호,2,전공과정,2,월 14:00 - 14:50 ( 예504 )  월 15:00 - 15:50 ( 예504 )
본과정,산업디자인학과,UX디자인Ⅰ캡스톤디자인,101,민규홍,3,전공과정,3,월 14:00 - 14:50 ( 예604 )  월 15:00 - 15:50 ( 예604 )  월 16:00 - 16:50 ( 예604 )
본과정,산업디자인학과,가구디자인,101,,3,전공과정,2,화 09:00 - 09:50 ( 예607 )  화 10:00 - 10:50 ( 예607 )
본과정,산업디자인학과,가구디자인,102,,3,전공과정,2,화 11:00 - 11:50 ( 예607 )  화 12:00 - 12:50 ( 예607 )
본과정,산업디자인학과,가상현실,101,,3,전공과정,2,수 09:00 - 09:50 ( 예503 )  수 10:00 - 10:50 ( 예503 )
본과정,산업디자인학과,가상현실,102,,3,전공과정,2,수 16:00 - 16:50 ( 예503 )  수 17:00 - 17:50 ( 예503 )
본과정,산업디자인학과,가상현실,103,황용훈,3,전공과정,2,목 11:00 - 11:50 ( 예604 )  목 12:00 - 12:50 ( 예604 )
본과정,산업디자인학과,디자인마케팅,101,윤성문,3,전공과정,2,화 12:00 - 12:50 ( 예604 )  화 13:00 - 13:50 ( 예604 )
본과정,산업디자인학과,메타공간디자인Ⅰ캡스톤디자인,101,최명진,3,전공과정,3,목 10:00 - 10:50 ( 예607 )  목 11:00 - 11:50 ( 예607 )  목 12:00 - 12:50 ( 예607 )
본과정,산업디자인학과,메타공간디자인Ⅰ캡스톤디자인,102,최명진,3,전공과정,3,목 14:00 - 14:50 ( 예607 )  목 15:00 - 15:50 ( 예607 )  목 16:00 - 16:50 ( 예607 )
본과정,산업디자인학과,실내디자인실습Ⅰ캡스톤디자인,101,김철중,3,전공과정,3,월 14:00 - 14:50 ( 예607 )  월 15:00 - 15:50 ( 예607 )  월 16:00 - 16:50 ( 예607 )
본과정,산업디자인학과,실내디자인실습Ⅰ캡스톤디자인,102,김철중,3,전공과정,3,화 14:00 - 14:50 ( 예607 )  화 15:00 - 15:50 ( 예607 )  화 16:00 - 16:50 ( 예607 )
본과정,산업디자인학과,제품디자인Ⅰ캡스톤디자인,101,이현,3,전공과정,3,목 14:00 - 14:50 ( 예604 )  목 15:00 - 15:50 ( 예604 )  목 16:00 - 16:50 ( 예604 )
본과정,패션·리빙디자인과,기초디자인,101,김준영,1,전공과정,2,화 15:00 - 15:50 ( 예116 )  화 16:00 - 16:50 ( 예116 )
본과정,패션·리빙디자인과,기초디자인,102,김준영,1,전공과정,2,월 10:00 - 10:50 ( 예116 )  월 11:00 - 11:50 ( 예116 )
본과정,패션·리빙디자인과,기초디자인,103,김준영,1,전공과정,2,월 12:00 - 12:50 ( 예116 )  월 13:00 - 13:50 ( 예116 )
본과정,패션·리빙디자인과,리빙오브제,101,김경령,1,전공과정,3,월 10:00 - 10:50 ( 예B101 )  월 11:00 - 11:50 ( 예B101 )  월 12:00 - 12:50 ( 예B101 )
본과정,패션·리빙디자인과,리빙오브제,102,김경령,1,전공과정,3,월 14:00 - 14:50 ( 예B101 )  월 15:00 - 15:50 ( 예B101 )  월 16:00 - 16:50 ( 예B101 )
본과정,패션·리빙디자인과,리빙오브제,103,김경령,1,전공과정,3,화 10:00 - 10:50 ( 예B101 )  화 11:00 - 11:50 ( 예B101 )  화 12:00 - 12:50 ( 예B101 )
본과정,패션·리빙디자인과,써피스디자인실습,101,곽성희,1,전공과정,3,월 14:00 - 14:50 ( 예116 )  월 15:00 - 15:50 ( 예116 )  화 16:00 - 16:50 ( 예116 )
본과정,패션·리빙디자인과,써피스디자인실습,102,곽성희,1,전공과정,3,화 10:00 - 10:50 ( 예116 )  화 11:00 - 11:50 ( 예116 )  화 12:00 - 12:50 ( 예116 )
본과정,패션·리빙디자인과,써피스디자인실습,103,곽성희,1,전공과정,3,수 14:00 - 14:50 ( 예116 )  수 15:00 - 15:50 ( 예116 )  수 16:00 - 16:50 ( 예116 )
본과정,패션·리빙디자인과,컴퓨터그래픽,101,이해훈,1,전공과정,2,목 14:00 - 14:50 ( 예119 )  목 15:00 - 15:50 ( 예119 )
본과정,패션·리빙디자인과,컴퓨터그래픽,102,이해훈,1,전공과정,2,목 09:00 - 09:50 ( 예119 )  목 10:00 - 10:50 ( 예119 )
본과정,패션·리빙디자인과,컴퓨터그래픽,103,이해훈,1,전공과정,2,목 11:00 - 11:50 ( 예119 )  목 12:00 - 12:50 ( 예119 )
본과정,패션·리빙디자인과,패션디자인론,101,이윤정,1,전공과정,2,수 09:00 - 09:50 ( 예103 )  수 10:00 - 10:50 ( 예103 )
본과정,패션·리빙디자인과,패션디자인론,102,이윤정,1,전공과정,2,수 14:00 - 14:50 ( 예103 )  수 15:00 - 15:50 ( 예103 )
본과정,패션·리빙디자인과,패션디자인론,103,이윤정,1,전공과정,2,수 11:00 - 11:50 ( 예103 )  수 12:00 - 12:50 ( 예103 )
본과정,패션·리빙디자인과,패턴과소잉,101,김경아,1,전공과정,3,목 10:00 - 10:50 ( 예116 )  목 11:00 - 11:50 ( 예116 )  목 12:00 - 12:50 ( 예116 )
본과정,패션·리빙디자인과,패턴과소잉,102,김경아,1,전공과정,3,금 10:00 - 10:50 ( 예116 )  금 11:00 - 11:50 ( 예116 )  금 12:00 - 12:50 ( 예116 )
본과정,패션·리빙디자인과,패턴과소잉,103,김경아,1,전공과정,3,금 14:00 - 14:50 ( 예116 )  금 15:00 - 15:50 ( 예116 )  금 16:00 - 16:50 ( 예116 )
본과정,패션·리빙디자인과,패턴과소잉,104,김경아,1,전공과정,3,목 14:00 - 14:50 ( 예116 )  목 15:00 - 15:50 ( 예116 )  목 16:00 - 16:50 ( 예116 )
본과정,패션·리빙디자인과,3D컴퓨터그래픽,101,김준영,2,전공과정,2,금 09:00 - 09:50 ( 예119 )  금 10:00 - 10:50 ( 예119 )
본과정,패션·리빙디자인과,3D컴퓨터그래픽,102,김준영,2,전공과정,2,금 14:00 - 14:50 ( 예119 )  금 15:00 - 15:50 ( 예119 )
본과정,패션·리빙디자인과,3D컴퓨터그래픽,103,김준영,2,전공과정,2,금 11:00 - 11:50 ( 예119 )  금 12:00 - 12:50 ( 예119 )
본과정,패션·리빙디자인과,AI디자인기획,101,김준영,2,전공과정,3,화 10:00 - 10:50 ( 예B104 )  화 11:00 - 11:50 ( 예B104 )  화 12:00 - 12:50 ( 예B104 )
본과정,패션·리빙디자인과,AI디자인기획,102,김준영,2,전공과정,3,월 14:00 - 14:50 ( 예B104 )  월 15:00 - 15:50 ( 예B104 )  월 16:00 - 16:50 ( 예B104 )
본과정,패션·리빙디자인과,AI디자인기획,103,김준영,2,전공과정,3,수 10:00 - 10:50 ( 예B104 )  수 11:00 - 11:50 ( 예B104 )  수 12:00 - 12:50 ( 예B104 )
본과정,패션·리빙디자인과,리빙스타일링캡스톤디자인,101,김경령,2,전공과정,3,수 14:00 - 14:50 ( 예B102 )  수 15:00 - 15:50 ( 예B102 )  수 16:00 - 16:50 ( 예B102 )
본과정,패션·리빙디자인과,머천다이징캡스톤디자인(S),101,박순희,2,전공과정,3,수 10:00 - 10:50 ( 예104 )  수 11:00 - 11:50 ( 예104 )  수 12:00 - 12:50 ( 예104 )
본과정,패션·리빙디자인과,머천다이징캡스톤디자인(S),102,박순희,2,전공과정,3,월 10:00 - 10:50 ( 예104 )  월 11:00 - 11:50 ( 예104 )  월 12:00 - 12:50 ( 예104 )
본과정,패션·리빙디자인과,머천다이징캡스톤디자인(S),103,박순희,2,전공과정,3,화 10:00 - 10:50 ( 예104 )  화 11:00 - 11:50 ( 예104 )  화 12:00 - 12:50 ( 예104 )
본과정,패션·리빙디자인과,텍스타일디자인,101,김주희,2,전공과정,3,목 14:00 - 14:50 ( 예119 )  목 15:00 - 15:50 ( 예119 )  목 16:00 - 16:50 ( 예119 )
본과정,패션·리빙디자인과,텍스타일디자인,102,김주희,2,전공과정,3,목 10:00 - 10:50 ( 예119 )  목 11:00 - 11:50 ( 예119 )  목 12:00 - 12:50 ( 예119 )
본과정,패션·리빙디자인과,텍스타일디자인,103,김주희,2,전공과정,3,금 14:00 - 14:50 ( 예102 )  금 15:00 - 15:50 ( 예102 )  금 16:00 - 16:50 ( 예102 )
본과정,패션·리빙디자인과,패션디자인실습II,101,권재희,2,전공과정,3,목 10:00 - 10:50 ( 예102 )  목 11:00 - 11:50 ( 예102 )  목 12:00 - 12:50 ( 예102 )
본과정,패션·리빙디자인과,패션디자인실습II,102,권재희,2,전공과정,3,화 10:00 - 10:50 ( 예102 )  화 11:00 - 11:50 ( 예102 )  화 12:00 - 12:50 ( 예102 )
본과정,패션·리빙디자인과,패션디자인실습II,103,권재희,2,전공과정,3,목 14:00 - 14:50 ( 예102 )  목 15:00 - 15:50 ( 예102 )  목 16:00 - 16:50 ( 예102 )
본과정,커뮤니케이션디자인과,레이아웃디자인,101,박세훈,1,전공과정,3,화 14:00 - 14:50 ( 예204 )  화 15:00 - 15:50 ( 예204 )  화 16:00 - 16:50 ( 예204 )
본과정,커뮤니케이션디자인과,레이아웃디자인,102,박세훈,1,전공과정,3,화 10:00 - 10:50 ( 예204 )  화 11:00 - 11:50 ( 예204 )  화 12:00 - 12:50 ( 예204 )
본과정,커뮤니케이션디자인과,영상디자인기초,101,강성남,1,전공과정,3,목 09:00 - 09:50 ( 예218 )  목 10:00 - 10:50 ( 예218 )  목 11:00 - 11:50 ( 예218 )
본과정,커뮤니케이션디자인과,영상디자인기초,102,나재희,1,전공과정,3,목 09:00 - 09:50 ( 예101 )  목 10:00 - 10:50 ( 예101 )  목 11:00 - 11:50 ( 예101 )
본과정,커뮤니케이션디자인과,일러스트레이션,101,강성남,1,전공과정,3,월 14:00 - 14:50 ( 예201 )  월 15:00 - 15:50 ( 예201 )  월 16:00 - 16:50 ( 예201 )
본과정,커뮤니케이션디자인과,일러스트레이션,102,강성남,1,전공과정,3,월 10:00 - 10:50 ( 예201 )  월 11:00 - 11:50 ( 예201 )  월 12:00 - 12:50 ( 예201 )
본과정,커뮤니케이션디자인과,창의적아이디어,101,피종삼,1,교양과정,3,월 10:00 - 10:50 ( 예218 )  월 11:00 - 11:50 ( 예218 )  월 12:00 - 12:50 ( 예218 )
본과정,커뮤니케이션디자인과,창의적아이디어,102,피종삼,1,교양과정,3,월 14:00 - 14:50 ( 예218 )  월 15:00 - 15:50 ( 예218 )  월 16:00 - 16:50 ( 예218 )
본과정,커뮤니케이션디자인과,타이포그라피1,101,이후린,1,전공과정,3,화 14:00 - 14:50 ( 예201 )  화 15:00 - 15:50 ( 예201 )  화 16:00 - 16:50 ( 예201 )
본과정,커뮤니케이션디자인과,타이포그라피1,102,이후린,1,전공과정,3,화 10:00 - 10:50 ( 예201 )  화 11:00 - 11:50 ( 예201 )  화 12:00 - 12:50 ( 예201 )
본과정,커뮤니케이션디자인과,3D디자인,101,<퇴>장예나,2,전공과정,2,목 09:00 - 09:50 ( 예217 )  목 10:00 - 10:50 ( 예217 )  목 11:00 - 11:50 ( 예217 )
본과정,커뮤니케이션디자인과,3D디자인,102,<퇴>장예나,2,전공과정,2,목 14:00 - 14:50 ( 예217 )  목 15:00 - 15:50 ( 예217 )  목 16:00 - 16:50 ( 예217 )
본과정,커뮤니케이션디자인과,AI·UX디자인(산학인턴십),101,강성남,2,전공과정,3,수 10:00 - 10:50 ( 예216 )  수 11:00 - 11:50 ( 예216 )  수 12:00 - 12:50 ( 예216 )
본과정,커뮤니케이션디자인과,AI·UX디자인(산학인턴십),102,강성남,2,전공과정,3,수 14:00 - 14:50 ( 예216 )  수 15:00 - 15:50 ( 예216 )  수 16:00 - 16:50 ( 예216 )
본과정,커뮤니케이션디자인과,UX기획,101,김태경,2,전공과정,3,화 10:00 - 10:50 ( 예217 )  화 11:00 - 11:50 ( 예217 )  화 12:00 - 12:50 ( 예217 )
본과정,커뮤니케이션디자인과,UX기획,102,김태경,2,전공과정,3,화 14:00 - 14:50 ( 예217 )  화 15:00 - 15:50 ( 예217 )  화 16:00 - 16:50 ( 예217 )
본과정,커뮤니케이션디자인과,디자인경영프로젝트,101,김윤,2,전공과정,3,수 10:00 - 10:50 ( 예203 )  수 11:00 - 11:50 ( 예203 )  수 12:00 - 12:50 ( 예203 )
본과정,커뮤니케이션디자인과,디자인경영프로젝트,102,김수영,2,전공과정,3,목 09:00 - 09:50 ( 예202 )  목 10:00 - 10:50 ( 예202 )  목 11:00 - 11:50 ( 예202 )
본과정,커뮤니케이션디자인과,영상연출,101,강성남,2,전공과정,3,화 10:00 - 10:50 ( 예101 )  화 11:00 - 11:50 ( 예101 )  화 12:00 - 12:50 ( 예101 )
본과정,커뮤니케이션디자인과,영상연출,102,강성남,2,전공과정,3,화 14:00 - 14:50 ( 예101 )  화 15:00 - 15:50 ( 예101 )  화 16:00 - 16:50 ( 예101 )
본과정,AI미디어디자인학과,기초모션디자인,101,조동희,1,전공과정,3,월 14:00 - 14:50 ( 예217 )  월 15:00 - 15:50 ( 예217 )  월 16:00 - 16:50 ( 예217 )
본과정,AI미디어디자인학과,기초모션디자인,102,조동희,1,전공과정,3,월 10:00 - 10:50 ( 예217 )  월 11:00 - 11:50 ( 예217 )  월 12:00 - 12:50 ( 예217 )
본과정,AI미디어디자인학과,기초미디어디자인,101,조동희,1,전공과정,3,화 10:00 - 10:50 ( 예218 )  화 11:00 - 11:50 ( 예218 )  화 12:00 - 12:50 ( 예218 )
본과정,AI미디어디자인학과,기초미디어디자인,102,조동희,1,전공과정,3,화 14:00 - 14:50 ( 예218 )  화 15:00 - 15:50 ( 예218 )  화 16:00 - 16:50 ( 예218 )
본과정,AI미디어디자인학과,기초콘텐츠디자인,101,문현정,1,전공과정,3,수 14:00 - 14:50 ( 예217 )  수 15:00 - 15:50 ( 예217 )  수 16:00 - 16:50 ( 예217 )
